kWp,battery,NPV,peak_ratio,filtered,best_battery
20.4,BAT-30,555167785.0023291,2.0975084388488776,ok,False
20.4,BAT-31,555167785.0023291,2.0975084388488776,ok,False
20.4,BAT-32,555167785.002329,2.0975084388488776,ok,False
21.0,None,494657817.6727672,2.1591998635209033,ok,False
21.0,BAT-5,517535435.7514895,2.1591998635209033,ok,False
21.0,BAT-10,537483164.7327281,2.1591998635209033,ok,False
21.0,BAT-15,557081668.520229,2.1591998635209033,ok,False
21.0,BAT-20,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-21,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-22,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-23,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-24,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-25,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-26,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-27,562073493.7287406,2.1591998635209033,ok,False
21.0,BAT-28,562084264.5114975,2.1591998635209033,ok,False
21.0,BAT-29,562088510.9619466,2.1591998635209033,ok,True
21.0,BAT-30,562088510.9619466,2.1591998635209033,ok,False
21.0,BAT-31,562088510.9619466,2.1591998635209033,ok,False
21.0,BAT-32,562088510.9619466,2.1591998635209033,ok,False
21.6,None,501804570.72231257,2.220891288192929,ok,False
21.6,BAT-5,524213343.6672703,2.220891288192929,ok,False
21.6,BAT-10,544161072.6485094,2.220891288192929,ok,False
21.6,BAT-15,563839690.3225678,2.220891288192929,ok,False
21.6,BAT-20,568839719.3520621,2.220891288192929,ok,True
21.6,BAT-21,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-22,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-23,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-24,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-25,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-26,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-27,568839719.352062,2.220891288192929,ok,False
21.6,BAT-28,568839719.352062,2.220891288192929,ok,False
21.6,BAT-29,568839719.352062,2.220891288192929,ok,False
21.6,BAT-30,568839719.352062,2.220891288192929,ok,False
21.6,BAT-31,568839719.3520621,2.220891288192929,ok,False
21.6,BAT-32,568839719.3520621,2.220891288192929,ok,False
22.8,None,515874775.9186389,2.344274137536981,ok,False
22.8,BAT-5,537414782.9360635,2.344274137536981,ok,False
22.8,BAT-10,557362511.9173023,2.344274137536981,ok,False
22.8,BAT-15,577071609.3047245,2.344274137536981,ok,False
22.8,BAT-20,582078143.957707,2.344274137536981,ok,True
22.8,BAT-21,582078143.957707,2.344274137536981,ok,False
22.8,BAT-22,582078143.957707,2.344274137536981,ok,False
22.8,BAT-23,582078143.957707,2.344274137536981,ok,False
22.8,BAT-24,582078143.957707,2.344274137536981,ok,False
22.8,BAT-25,582078143.957707,2.344274137536981,ok,False
22.8,BAT-26,582078143.957707,2.344274137536981,ok,False
22.8,BAT-27,582078143.957707,2.344274137536981,ok,False
22.8,BAT-28,582078143.957707,2.344274137536981,ok,False
22.8,BAT-29,582078143.957707,2.344274137536981,ok,False
22.8,BAT-30,582078143.957707,2.344274137536981,ok,False
22.8,BAT-31,582078143.957707,2.344274137536981,ok,False
22.8,BAT-32,582078143.957707,2.344274137536981,ok,False
23.4,None,522789746.46709526,2.405965562209006,ok,False
23.4,BAT-5,543949722.9118875,2.405965562209006,ok,False
23.4,BAT-10,563897451.8931255,2.405965562209006,ok,False
23.4,BAT-15,583606549.2805489,2.405965562209006,ok,False
23.4,BAT-20,588613233.4412928,2.405965562209006,ok,True
23.4,BAT-21,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-22,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-23,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-24,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-25,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-26,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-27,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-28,588613233.4412928,2.405965562209006,ok,False
23.4,BAT-29,588613233.4412928,2.405965562209006,ok,False
