scan_order,candidate_key,kWp,battery,NPV_COP,payback_years,capex_client,self_consumption_ratio,self_sufficiency_ratio,annual_import_kwh,annual_export_kwh,peak_ratio,best_battery_for_kwp
23,13.800::BAT-22,13.8,BAT-22,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
24,13.800::BAT-23,13.8,BAT-23,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
25,13.800::BAT-24,13.8,BAT-24,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
26,13.800::BAT-25,13.8,BAT-25,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
27,13.800::BAT-26,13.8,BAT-26,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
28,13.800::BAT-27,13.8,BAT-27,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
29,13.800::BAT-28,13.8,BAT-28,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
30,13.800::BAT-29,13.8,BAT-29,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
31,13.800::BAT-30,13.8,BAT-30,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
32,13.800::BAT-31,13.8,BAT-31,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
33,13.800::BAT-32,13.8,BAT-32,40083633.36296866,2.9166666666666665,56580000.0,0.8879420668962059,0.8879420668962057,2747.660519705035,0.0,1.4189027710521496,False
19,13.800::BAT-10,13.8,BAT-10,39440025.73478509,3.0,56580000.0,0.8784291239561114,0.8784291239561114,2980.9178805961496,259.17484543457243,1.4189027710521496,False
18,13.800::BAT-5,13.8,BAT-5,35080202.50872361,3.0833333333333335,56580000.0,0.8278779732875211,0.8278779732875211,4220.432094989982,1636.4128614277186,1.4189027710521496,False
17,13.800::None,13.8,None,27275863.816377245,3.4166666666666665,56580000.0,0.7450703263845707,0.7450703263845706,6250.87559705033,3892.4611970503265,1.4189027710521496,False
38,14.400::BAT-20,14.4,BAT-20,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,True
39,14.400::BAT-21,14.4,BAT-21,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
40,14.400::BAT-22,14.4,BAT-22,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
41,14.400::BAT-23,14.4,BAT-23,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
42,14.400::BAT-24,14.4,BAT-24,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
43,14.400::BAT-25,14.4,BAT-25,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
44,14.400::BAT-26,14.4,BAT-26,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
45,14.400::BAT-27,14.4,BAT-27,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
46,14.400::BAT-28,14.4,BAT-28,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
47,14.400::BAT-29,14.4,BAT-29,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
48,14.400::BAT-30,14.4,BAT-30,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
49,14.400::BAT-31,14.4,BAT-31,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
50,14.400::BAT-32,14.4,BAT-32,41575386.15168569,3.0,59040000.0,0.9242349430504371,0.9242349430504369,1857.759196403287,0.0,1.4805941958805038,False
